Proffundidad,w,Sondeo,X,Y,Zmsn,Z
30.53,20.2,SM-51-P1,477639.95,2037631.92,3.75,-26.78
30.71,26.9,SM-51-P1,477639.95,2037631.92,3.75,-26.96
30.94,26.6,SM-51-P1,477639.95,2037631.92,3.75,-27.19
31.28,27.9,SM-51-P1,477639.95,2037631.92,3.75,-27.53
31.73,20.9,SM-51-P1,477639.95,2037631.92,3.75,-27.98
32.17,26.5,SM-51-P1,477639.95,2037631.92,3.75,-28.42
32.63,26.5,SM-51-P1,477639.95,2037631.92,3.75,-28.88
33.08,27.3,SM-51-P1,477639.95,2037631.92,3.75,-29.33
33.53,25.3,SM-51-P1,477639.95,2037631.92,3.75,-29.78
33.98,30.2,SM-51-P1,477639.95,2037631.92,3.75,-30.23
34.42,30.4,SM-51-P1,477639.95,2037631.92,3.75,-30.67
34.76,22.8,SM-51-P1,477639.95,2037631.92,3.75,-31.01
34.99,21.9,SM-51-P1,477639.95,2037631.92,3.75,-31.24
35.33,17.4,SM-51-P1,477639.95,2037631.92,3.75,-31.58
35.78,17.6,SM-51-P1,477639.95,2037631.92,3.75,-32.03
36.23,24.1,SM-51-P1,477639.95,2037631.92,3.75,-32.48
36.67,25.8,SM-51-P1,477639.95,2037631.92,3.75,-32.92
37.13,22.8,SM-51-P1,477639.95,2037631.92,3.75,-33.38
37.58,21.6,SM-51-P1,477639.95,2037631.92,3.75,-33.83
38.03,28.9,SM-51-P1,477639.95,2037631.92,3.75,-34.28
38.48,23.1,SM-51-P1,477639.95,2037631.92,3.75,-34.73
38.92,25.2,SM-51-P1,477639.95,2037631.92,3.75,-35.17
39.38,22.9,SM-51-P1,477639.95,2037631.92,3.75,-35.63
39.71,27.2,SM-51-P1,477639.95,2037631.92,3.75,-35.96
39.94,37.2,SM-51-P1,477639.95,2037631.92,3.75,-36.19
40.28,35.9,SM-51-P1,477639.95,2037631.92,3.75,-36.53
40.73,36.8,SM-51-P1,477639.95,2037631.92,3.75,-36.98
41.18,41.1,SM-51-P1,477639.95,2037631.92,3.75,-37.43
41.63,41,SM-51-P1,477639.95,2037631.92,3.75,-37.88
42.08,45.8,SM-51-P1,477639.95,2037631.92,3.75,-38.33
42.53,41.5,SM-51-P1,477639.95,2037631.92,3.75,-38.78
42.98,48.2,SM-51-P1,477639.95,2037631.92,3.75,-39.23
43.43,47.2,SM-51-P1,477639.95,2037631.92,3.75,-39.68
43.88,20.2,SM-51-P1,477639.95,2037631.92,3.75,-40.13
44.33,46.6,SM-51-P1,477639.95,2037631.92,3.75,-40.58
44.78,45.4,SM-51-P1,477639.95,2037631.92,3.75,-41.03
45.11,27.1,SM-51-P1,477639.95,2037631.92,3.75,-41.36
45.34,31.9,SM-51-P1,477639.95,2037631.92,3.75,-41.59
45.68,39.4,SM-51-P1,477639.95,2037631.92,3.75,-41.93
46.13,38.4,SM-51-P1,477639.95,2037631.92,3.75,-42.38
46.58,43.5,SM-51-P1,477639.95,2037631.92,3.75,-42.83
46.91,34.8,SM-51-P1,477639.95,2037631.92,3.75,-43.16
47.14,50,SM-51-P1,477639.95,2037631.92,3.75,-43.39
47.31,18.7,SM-51-P1,477639.95,2037631.92,3.75,-43.56
47.42,47.6,SM-51-P1,477639.95,2037631.92,3.75,-43.67
47.53,29.8,SM-51-P1,477639.95,2037631.92,3.75,-43.78
47.64,20.8,SM-51-P1,477639.95,2037631.92,3.75,-43.89
47.81,20.1,SM-51-P1,477639.95,2037631.92,3.75,-44.06
48.04,27.8,SM-51-P1,477639.95,2037631.92,3.75,-44.29
48.38,31.2,SM-51-P1,477639.95,2037631.92,3.75,-44.63
48.71,21.3,SM-51-P1,477639.95,2037631.92,3.75,-44.96
48.94,18,SM-51-P1,477639.95,2037631.92,3.75,-45.19
49.13,23.6,SM-51-P1,477639.95,2037631.92,3.75,-45.38
49.28,24.8,SM-51-P1,477639.95,2037631.92,3.75,-45.53
49.43,25.3,SM-51-P1,477639.95,2037631.92,3.75,-45.68
49.58,24.7,SM-51-P1,477639.95,2037631.92,3.75,-45.83
49.72,22.1,SM-51-P1,477639.95,2037631.92,3.75,-45.97
49.88,21.4,SM-51-P1,477639.95,2037631.92,3.75,-46.13
50.03,26.3,SM-51-P1,477639.95,2037631.92,3.75,-46.28
50.18,24.6,SM-51-P1,477639.95,2037631.92,3.75,-46.43
50.33,22.1,SM-51-P1,477639.95,2037631.92,3.75,-46.58
50.47,25.5,SM-51-P1,477639.95,2037631.92,3.75,-46.72
50.63,27.7,SM-51-P1,477639.95,2037631.92,3.75,-46.88
50.78,25.4,SM-51-P1,477639.95,2037631.92,3.75,-47.03
50.96,28.6,SM-51-P1,477639.95,2037631.92,3.75,-47.21
51.19,24.7,SM-51-P1,477639.95,2037631.92,3.75,-47.44
51.41,29.9,SM-51-P1,477639.95,2037631.92,3.75,-47.66
51.64,32.5,SM-51-P1,477639.95,2037631.92,3.75,-47.89
51.98,32.8,SM-51-P1,477639.95,2037631.92,3.75,-48.23
52.43,31.6,SM-51-P1,477639.95,2037631.92,3.75,-48.68
52.88,32.1,SM-51-P1,477639.95,2037631.92,3.75,-49.13
53.33,29.9,SM-51-P1,477639.95,2037631.92,3.75,-49.58
53.78,32.4,SM-51-P1,477639.95,2037631.92,3.75,-50.03
54.23,31,SM-51-P1,477639.95,2037631.92,3.75,-50.48
54.68,30.1,SM-51-P1,477639.95,2037631.92,3.75,-50.93
55.13,29.5,SM-51-P1,477639.95,2037631.92,3.75,-51.38
55.58,30.5,SM-51-P1,477639.95,2037631.92,3.75,-51.83
56.03,31.5,SM-51-P1,477639.95,2037631.92,3.75,-52.28
56.48,29.8,SM-51-P1,477639.95,2037631.92,3.75,-52.73
56.93,30.9,SM-51-P1,477639.95,2037631.92,3.75,-53.18
57.38,30.7,SM-51-P1,477639.95,2037631.92,3.75,-53.63
57.71,33.8,SM-51-P1,477639.95,2037631.92,3.75,-53.96
57.94,28.4,SM-51-P1,477639.95,2037631.92,3.75,-54.19
58.16,34.4,SM-51-P1,477639.95,2037631.92,3.75,-54.41
58.39,25.5,SM-51-P1,477639.95,2037631.92,3.75,-54.64
58.73,26.3,SM-51-P1,477639.95,2037631.92,3.75,-54.98
59.06,26.4,SM-51-P1,477639.95,2037631.92,3.75,-55.31
59.29,17,SM-51-P1,477639.95,2037631.92,3.75,-55.54
59.63,16.6,SM-51-P1,477639.95,2037631.92,3.75,-55.88
60.08,19.8,SM-51-P1,477639.95,2037631.92,3.75,-56.33
60.53,17.4,SM-51-P1,477639.95,2037631.92,3.75,-56.78
60.98,15,SM-51-P1,477639.95,2037631.92,3.75,-57.23
61.43,14.9,SM-51-P1,477639.95,2037631.92,3.75,-57.68
61.88,17.1,SM-51-P1,477639.95,2037631.92,3.75,-58.13
62.33,11.8,SM-51-P1,477639.95,2037631.92,3.75,-58.58
62.78,15.8,SM-51-P1,477639.95,2037631.92,3.75,-59.03
63.23,12.5,SM-51-P1,477639.95,2037631.92,3.75,-59.48
63.68,15.1,SM-51-P1,477639.95,2037631.92,3.75,-59.93
64.13,22,SM-51-P1,477639.95,2037631.92,3.75,-60.38
64.57,15.6,SM-51-P1,477639.95,2037631.92,3.75,-60.82
0.23,15.5,SM-10-B2,480515.3,2036275.1,1.57,1.34
0.68,23.7,SM-10-B2,480515.3,2036275.1,1.57,0.89
1.13,37.1,SM-10-B2,480515.3,2036275.1,1.57,0.44
1.58,34.4,SM-10-B2,480515.3,2036275.1,1.57,-0.01
2.48,27,SM-10-B2,480515.3,2036275.1,1.57,-0.91
2.93,22.6,SM-10-B2,480515.3,2036275.1,1.57,-1.36
3.38,20.6,SM-10-B2,480515.3,2036275.1,1.57,-1.81
3.83,26.2,SM-10-B2,480515.3,2036275.1,1.57,-2.26
4.28,20.6,SM-10-B2,480515.3,2036275.1,1.57,-2.71
4.72,17.2,SM-10-B2,480515.3,2036275.1,1.57,-3.15
5.18,19.3,SM-10-B2,480515.3,2036275.1,1.57,-3.61
5.63,18.1,SM-10-B2,480515.3,2036275.1,1.57,-4.06
6.07,21.2,SM-10-B2,480515.3,2036275.1,1.57,-4.5
6.53,23.2,SM-10-B2,480515.3,2036275.1,1.57,-4.96
6.98,18.2,SM-10-B2,480515.3,2036275.1,1.57,-5.41
7.43,19.5,SM-10-B2,480515.3,2036275.1,1.57,-5.86
7.88,26.8,SM-10-B2,480515.3,2036275.1,1.57,-6.31
8.32,19.3,SM-10-B2,480515.3,2036275.1,1.57,-6.75
8.66,19.8,SM-10-B2,480515.3,2036275.1,1.57,-7.09
8.89,31.2,SM-10-B2,480515.3,2036275.1,1.57,-7.32
9.11,35.7,SM-10-B2,480515.3,2036275.1,1.57,-7.54
9.34,15,SM-10-B2,480515.3,2036275.1,1.57,-7.77
9.56,38.9,SM-10-B2,480515.3,2036275.1,1.57,-7.99
9.79,20.1,SM-10-B2,480515.3,2036275.1,1.57,-8.22
10.13,22.2,SM-10-B2,480515.3,2036275.1,1.57,-8.56
10.58,18.4,SM-10-B2,480515.3,2036275.1,1.57,-9.01
10.91,18.7,SM-10-B2,480515.3,2036275.1,1.57,-9.34
11.14,53,SM-10-B2,480515.3,2036275.1,1.57,-9.57
11.48,50.7,SM-10-B2,480515.3,2036275.1,1.57,-9.91
11.93,37,SM-10-B2,480515.3,2036275.1,1.57,-10.36
12.26,33.4,SM-10-B2,480515.3,2036275.1,1.57,-10.69
12.49,25.3,SM-10-B2,480515.3,2036275.1,1.57,-10.92
12.71,43.3,SM-10-B2,480515.3,2036275.1,1.57,-11.14
12.94,25.6,SM-10-B2,480515.3,2036275.1,1.57,-11.37
13.28,30.6,SM-10-B2,480515.3,2036275.1,1.57,-11.71
14.06,33.6,SM-10-B2,480515.3,2036275.1,1.57,-12.49
14.29,27.1,SM-10-B2,480515.3,2036275.1,1.57,-12.72
14.63,29.4,SM-10-B2,480515.3,2036275.1,1.57,-13.06
14.96,30,SM-10-B2,480515.3,2036275.1,1.57,-13.39
15.19,24.5,SM-10-B2,480515.3,2036275.1,1.57,-13.62
15.41,17.3,SM-10-B2,480515.3,2036275.1,1.57,-13.84
15.64,20.6,SM-10-B2,480515.3,2036275.1,1.57,-14.07
15.98,18.5,SM-10-B2,480515.3,2036275.1,1.57,-14.41
16.42,17.4,SM-10-B2,480515.3,2036275.1,1.57,-14.85
16.73,61.3,SM-10-B2,480515.3,2036275.1,1.57,-15.16
16.88,18,SM-10-B2,480515.3,2036275.1,1.57,-15.31
17.02,33.5,SM-10-B2,480515.3,2036275.1,1.57,-15.45
17.21,28.1,SM-10-B2,480515.3,2036275.1,1.57,-15.64
17.44,21.8,SM-10-B2,480515.3,2036275.1,1.57,-15.87
17.66,33.4,SM-10-B2,480515.3,2036275.1,1.57,-16.09
17.89,21.2,SM-10-B2,480515.3,2036275.1,1.57,-16.32
18.23,18.9,SM-10-B2,480515.3,2036275.1,1.57,-16.66
18.67,21.9,SM-10-B2,480515.3,2036275.1,1.57,-17.1
18.98,21.4,SM-10-B2,480515.3,2036275.1,1.57,-17.41
19.13,21.4,SM-10-B2,480515.3,2036275.1,1.57,-17.56
19.27,19.2,SM-10-B2,480515.3,2036275.1,1.57,-17.7
19.43,19.7,SM-10-B2,480515.3,2036275.1,1.57,-17.86
19.58,20,SM-10-B2,480515.3,2036275.1,1.57,-18.01
19.73,20.7,SM-10-B2,480515.3,2036275.1,1.57,-18.16
19.88,24.5,SM-10-B2,480515.3,2036275.1,1.57,-18.31
20.02,21.5,SM-10-B2,480515.3,2036275.1,1.57,-18.45
20.18,24.9,SM-10-B2,480515.3,2036275.1,1.57,-18.61
20.36,20.1,SM-10-B2,480515.3,2036275.1,1.57,-18.79
20.59,21.4,SM-10-B2,480515.3,2036275.1,1.57,-19.02
20.81,24.4,SM-10-B2,480515.3,2036275.1,1.57,-19.24
21.04,21.1,SM-10-B2,480515.3,2036275.1,1.57,-19.47
21.38,21.1,SM-10-B2,480515.3,2036275.1,1.57,-19.81
21.83,22.1,SM-10-B2,480515.3,2036275.1,1.57,-20.26
22.28,25.2,SM-10-B2,480515.3,2036275.1,1.57,-20.71
22.73,20.5,SM-10-B2,480515.3,2036275.1,1.57,-21.16
23.03,19.9,SM-10-B2,480515.3,2036275.1,1.57,-21.46
23.18,17.8,SM-10-B2,480515.3,2036275.1,1.57,-21.61
23.33,19.2,SM-10-B2,480515.3,2036275.1,1.57,-21.76
23.63,17.6,SM-10-B2,480515.3,2036275.1,1.57,-22.06
24.08,19.3,SM-10-B2,480515.3,2036275.1,1.57,-22.51
24.38,26.7,SM-10-B2,480515.3,2036275.1,1.57,-22.81
24.53,37,SM-10-B2,480515.3,2036275.1,1.57,-22.96
24.68,47.9,SM-10-B2,480515.3,2036275.1,1.57,-23.11
24.83,33.3,SM-10-B2,480515.3,2036275.1,1.57,-23.26
24.98,43.8,SM-10-B2,480515.3,2036275.1,1.57,-23.41
25.13,15.5,SM-10-B2,480515.3,2036275.1,1.57,-23.56
25.31,15.4,SM-10-B2,480515.3,2036275.1,1.57,-23.74
25.54,29.2,SM-10-B2,480515.3,2036275.1,1.57,-23.97
25.88,17.2,SM-10-B2,480515.3,2036275.1,1.57,-24.31
26.33,19.3,SM-10-B2,480515.3,2036275.1,1.57,-24.76
26.78,23.8,SM-10-B2,480515.3,2036275.1,1.57,-25.21
27.11,14.3,SM-10-B2,480515.3,2036275.1,1.57,-25.54
27.34,29,SM-10-B2,480515.3,2036275.1,1.57,-25.77
27.67,24.9,SM-10-B2,480515.3,2036275.1,1.57,-26.1
28.13,28.3,SM-10-B2,480515.3,2036275.1,1.57,-26.56
28.58,24.6,SM-10-B2,480515.3,2036275.1,1.57,-27.01
28.91,23.3,SM-10-B2,480515.3,2036275.1,1.57,-27.34
29.14,26.2,SM-10-B2,480515.3,2036275.1,1.57,-27.57
29.48,33,SM-10-B2,480515.3,2036275.1,1.57,-27.91
29.92,42.1,SM-10-B2,480515.3,2036275.1,1.57,-28.35
30.26,52.6,SM-10-B2,480515.3,2036275.1,1.57,-28.69
30.49,69.4,SM-10-B2,480515.3,2036275.1,1.57,-28.92
30.71,73.4,SM-10-B2,480515.3,2036275.1,1.57,-29.14
30.94,76,SM-10-B2,480515.3,2036275.1,1.57,-29.37
31.13,21,SM-10-B2,480515.3,2036275.1,1.57,-29.56
31.28,16.1,SM-10-B2,480515.3,2036275.1,1.57,-29.71
31.43,21,SM-10-B2,480515.3,2036275.1,1.57,-29.86
31.58,22.1,SM-10-B2,480515.3,2036275.1,1.57,-30.01
31.73,20.5,SM-10-B2,480515.3,2036275.1,1.57,-30.16
31.88,22.7,SM-10-B2,480515.3,2036275.1,1.57,-30.31
32.47,36.7,SM-10-B2,480515.3,2036275.1,1.57,-30.9
32.63,27.1,SM-10-B2,480515.3,2036275.1,1.57,-31.06
32.78,25.2,SM-10-B2,480515.3,2036275.1,1.57,-31.21
32.92,3.9,SM-10-B2,480515.3,2036275.1,1.57,-31.35
33.08,24.8,SM-10-B2,480515.3,2036275.1,1.57,-31.51
33.22,24.9,SM-10-B2,480515.3,2036275.1,1.57,-31.65
33.38,31.5,SM-10-B2,480515.3,2036275.1,1.57,-31.81
33.53,29.7,SM-10-B2,480515.3,2036275.1,1.57,-31.96
33.67,32.7,SM-10-B2,480515.3,2036275.1,1.57,-32.1
33.83,42,SM-10-B2,480515.3,2036275.1,1.57,-32.26
33.97,54.6,SM-10-B2,480515.3,2036275.1,1.57,-32.4
34.13,28.1,SM-10-B2,480515.3,2036275.1,1.57,-32.56
34.42,31.7,SM-10-B2,480515.3,2036275.1,1.57,-32.85
34.72,44.1,SM-10-B2,480515.3,2036275.1,1.57,-33.15
34.88,33.2,SM-10-B2,480515.3,2036275.1,1.57,-33.31
35.03,25.7,SM-10-B2,480515.3,2036275.1,1.57,-33.46
35.33,35.3,SM-10-B2,480515.3,2036275.1,1.57,-33.76
35.63,24.3,SM-10-B2,480515.3,2036275.1,1.57,-34.06
35.78,25.9,SM-10-B2,480515.3,2036275.1,1.57,-34.21
35.92,28.7,SM-10-B2,480515.3,2036275.1,1.57,-34.35
36.11,28.4,SM-10-B2,480515.3,2036275.1,1.57,-34.54
36.34,27.5,SM-10-B2,480515.3,2036275.1,1.57,-34.77
36.53,28.5,SM-10-B2,480515.3,2036275.1,1.57,-34.96
36.67,26.2,SM-10-B2,480515.3,2036275.1,1.57,-35.1
36.83,26.3,SM-10-B2,480515.3,2036275.1,1.57,-35.26
37.01,32.1,SM-10-B2,480515.3,2036275.1,1.57,-35.44
37.24,27,SM-10-B2,480515.3,2036275.1,1.57,-35.67
37.58,23.6,SM-10-B2,480515.3,2036275.1,1.57,-36.01
38.03,21.3,SM-10-B2,480515.3,2036275.1,1.57,-36.46
38.36,20.3,SM-10-B2,480515.3,2036275.1,1.57,-36.79
38.59,19.7,SM-10-B2,480515.3,2036275.1,1.57,-37.02
38.92,19.4,SM-10-B2,480515.3,2036275.1,1.57,-37.35
39.26,17.8,SM-10-B2,480515.3,2036275.1,1.57,-37.69
39.49,20.2,SM-10-B2,480515.3,2036275.1,1.57,-37.92
39.67,21.7,SM-10-B2,480515.3,2036275.1,1.57,-38.1
39.83,20.2,SM-10-B2,480515.3,2036275.1,1.57,-38.26
39.97,22.7,SM-10-B2,480515.3,2036275.1,1.57,-38.4
40.13,19.3,SM-10-B2,480515.3,2036275.1,1.57,-38.56
40.28,22.4,SM-10-B2,480515.3,2036275.1,1.57,-38.71
40.42,19,SM-10-B2,480515.3,2036275.1,1.57,-38.85
40.58,23.4,SM-10-B2,480515.3,2036275.1,1.57,-39.01
40.72,16.9,SM-10-B2,480515.3,2036275.1,1.57,-39.15
40.88,13.4,SM-10-B2,480515.3,2036275.1,1.57,-39.31
41.18,18.9,SM-10-B2,480515.3,2036275.1,1.57,-39.61
41.51,16.7,SM-10-B2,480515.3,2036275.1,1.57,-39.94
41.74,18.4,SM-10-B2,480515.3,2036275.1,1.57,-40.17
42.08,18.3,SM-10-B2,480515.3,2036275.1,1.57,-40.51
42.53,19.7,SM-10-B2,480515.3,2036275.1,1.57,-40.96
42.98,20.3,SM-10-B2,480515.3,2036275.1,1.57,-41.41
43.43,19.3,SM-10-B2,480515.3,2036275.1,1.57,-41.86
43.88,19.7,SM-10-B2,480515.3,2036275.1,1.57,-42.31
0.08,46.8,SM-07-B1,477905.7673,2036203.22,1.0836,1.0036
0.22,17.2,SM-07-B1,477905.7673,2036203.22,1.0836,0.8636
0.38,16.8,SM-07-B1,477905.7673,2036203.22,1.0836,0.7036
0.68,20.9,SM-07-B1,477905.7673,2036203.22,1.0836,0.4036
1.01,21.8,SM-07-B1,477905.7673,2036203.22,1.0836,0.0736
1.24,17.1,SM-07-B1,477905.7673,2036203.22,1.0836,-0.1564
1.43,17.3,SM-07-B1,477905.7673,2036203.22,1.0836,-0.3464
1.58,14.9,SM-07-B1,477905.7673,2036203.22,1.0836,-0.4964
1.73,4.8,SM-07-B1,477905.7673,2036203.22,1.0836,-0.6464
1.91,25,SM-07-B1,477905.7673,2036203.22,1.0836,-0.8264
2.14,20.2,SM-07-B1,477905.7673,2036203.22,1.0836,-1.0564
2.33,21.8,SM-07-B1,477905.7673,2036203.22,1.0836,-1.2464
2.47,18.9,SM-07-B1,477905.7673,2036203.22,1.0836,-1.3864
2.63,21,SM-07-B1,477905.7673,2036203.22,1.0836,-1.5464
2.81,22.1,SM-07-B1,477905.7673,2036203.22,1.0836,-1.7264
3.04,20.7,SM-07-B1,477905.7673,2036203.22,1.0836,-1.9564
3.26,20.6,SM-07-B1,477905.7673,2036203.22,1.0836,-2.1764
3.49,20.4,SM-07-B1,477905.7673,2036203.22,1.0836,-2.4064
3.83,25.2,SM-07-B1,477905.7673,2036203.22,1.0836,-2.7464
4.28,22.1,SM-07-B1,477905.7673,2036203.22,1.0836,-3.1964
4.61,18.9,SM-07-B1,477905.7673,2036203.22,1.0836,-3.5264
4.84,25.6,SM-07-B1,477905.7673,2036203.22,1.0836,-3.7564
5.18,21.1,SM-07-B1,477905.7673,2036203.22,1.0836,-4.0964
5.51,22.5,SM-07-B1,477905.7673,2036203.22,1.0836,-4.4264
5.74,22.2,SM-07-B1,477905.7673,2036203.22,1.0836,-4.6564
5.96,19,SM-07-B1,477905.7673,2036203.22,1.0836,-4.8764
6.19,15.1,SM-07-B1,477905.7673,2036203.22,1.0836,-5.1064
6.53,18.3,SM-07-B1,477905.7673,2036203.22,1.0836,-5.4464
6.86,21.7,SM-07-B1,477905.7673,2036203.22,1.0836,-5.7764
7.09,18.3,SM-07-B1,477905.7673,2036203.22,1.0836,-6.0064
7.43,19.5,SM-07-B1,477905.7673,2036203.22,1.0836,-6.3464
7.76,19.6,SM-07-B1,477905.7673,2036203.22,1.0836,-6.6764
7.99,59.4,SM-07-B1,477905.7673,2036203.22,1.0836,-6.9064
8.32,20.1,SM-07-B1,477905.7673,2036203.22,1.0836,-7.2364
8.78,20,SM-07-B1,477905.7673,2036203.22,1.0836,-7.6964
9.23,19.8,SM-07-B1,477905.7673,2036203.22,1.0836,-8.1464
9.68,22.2,SM-07-B1,477905.7673,2036203.22,1.0836,-8.5964
10.01,23.6,SM-07-B1,477905.7673,2036203.22,1.0836,-8.9264
10.24,18.1,SM-07-B1,477905.7673,2036203.22,1.0836,-9.1564
10.46,21.6,SM-07-B1,477905.7673,2036203.22,1.0836,-9.3764
10.69,69,SM-07-B1,477905.7673,2036203.22,1.0836,-9.6064
11.03,41.8,SM-07-B1,477905.7673,2036203.22,1.0836,-9.9464
11.48,29.8,SM-07-B1,477905.7673,2036203.22,1.0836,-10.3964
11.81,23.8,SM-07-B1,477905.7673,2036203.22,1.0836,-10.7264
12.04,24.4,SM-07-B1,477905.7673,2036203.22,1.0836,-10.9564
12.38,28.1,SM-07-B1,477905.7673,2036203.22,1.0836,-11.2964
12.83,28.2,SM-07-B1,477905.7673,2036203.22,1.0836,-11.7464
13.16,23.8,SM-07-B1,477905.7673,2036203.22,1.0836,-12.0764
13.39,36.5,SM-07-B1,477905.7673,2036203.22,1.0836,-12.3064
13.73,21.3,SM-07-B1,477905.7673,2036203.22,1.0836,-12.6464
14.06,34.9,SM-07-B1,477905.7673,2036203.22,1.0836,-12.9764
14.29,24,SM-07-B1,477905.7673,2036203.22,1.0836,-13.2064
14.48,23.2,SM-07-B1,477905.7673,2036203.22,1.0836,-13.3964
14.63,18.1,SM-07-B1,477905.7673,2036203.22,1.0836,-13.5464
14.77,34.8,SM-07-B1,477905.7673,2036203.22,1.0836,-13.6864
14.96,18.7,SM-07-B1,477905.7673,2036203.22,1.0836,-13.8764
15.19,19.2,SM-07-B1,477905.7673,2036203.22,1.0836,-14.1064
15.53,19.9,SM-07-B1,477905.7673,2036203.22,1.0836,-14.4464
15.86,21,SM-07-B1,477905.7673,2036203.22,1.0836,-14.7764
16.09,19.3,SM-07-B1,477905.7673,2036203.22,1.0836,-15.0064
16.27,19,SM-07-B1,477905.7673,2036203.22,1.0836,-15.1864
16.43,20.3,SM-07-B1,477905.7673,2036203.22,1.0836,-15.3464
16.58,21.5,SM-07-B1,477905.7673,2036203.22,1.0836,-15.4964
16.76,28,SM-07-B1,477905.7673,2036203.22,1.0836,-15.6764
16.99,25.8,SM-07-B1,477905.7673,2036203.22,1.0836,-15.9064
17.21,26.2,SM-07-B1,477905.7673,2036203.22,1.0836,-16.1264
17.44,21.8,SM-07-B1,477905.7673,2036203.22,1.0836,-16.3564
17.66,22.7,SM-07-B1,477905.7673,2036203.22,1.0836,-16.5764
17.89,24.7,SM-07-B1,477905.7673,2036203.22,1.0836,-16.8064
18.23,20.3,SM-07-B1,477905.7673,2036203.22,1.0836,-17.1464
18.67,21.6,SM-07-B1,477905.7673,2036203.22,1.0836,-17.5864
19.13,20.4,SM-07-B1,477905.7673,2036203.22,1.0836,-18.0464
19.46,29.9,SM-07-B1,477905.7673,2036203.22,1.0836,-18.3764
19.69,21.6,SM-07-B1,477905.7673,2036203.22,1.0836,-18.6064
19.91,26.1,SM-07-B1,477905.7673,2036203.22,1.0836,-18.8264
20.14,19.8,SM-07-B1,477905.7673,2036203.22,1.0836,-19.0564
20.48,22,SM-07-B1,477905.7673,2036203.22,1.0836,-19.3964
20.78,32.7,SM-07-B1,477905.7673,2036203.22,1.0836,-19.6964
20.93,25.5,SM-07-B1,477905.7673,2036203.22,1.0836,-19.8464
21.08,17.5,SM-07-B1,477905.7673,2036203.22,1.0836,-19.9964
21.38,21.2,SM-07-B1,477905.7673,2036203.22,1.0836,-20.2964
21.71,25.6,SM-07-B1,477905.7673,2036203.22,1.0836,-20.6264
21.94,20.1,SM-07-B1,477905.7673,2036203.22,1.0836,-20.8564
22.13,25.9,SM-07-B1,477905.7673,2036203.22,1.0836,-21.0464
22.28,46.4,SM-07-B1,477905.7673,2036203.22,1.0836,-21.1964
22.43,20.7,SM-07-B1,477905.7673,2036203.22,1.0836,-21.3464
22.61,44.7,SM-07-B1,477905.7673,2036203.22,1.0836,-21.5264
22.84,18.7,SM-07-B1,477905.7673,2036203.22,1.0836,-21.7564
23.01,38.3,SM-07-B1,477905.7673,2036203.22,1.0836,-21.9264
23.12,23,SM-07-B1,477905.7673,2036203.22,1.0836,-22.0364
23.23,30.2,SM-07-B1,477905.7673,2036203.22,1.0836,-22.1464
23.34,16.4,SM-07-B1,477905.7673,2036203.22,1.0836,-22.2564
23.48,23.5,SM-07-B1,477905.7673,2036203.22,1.0836,-22.3964
23.63,50,SM-07-B1,477905.7673,2036203.22,1.0836,-22.5464
23.78,19.4,SM-07-B1,477905.7673,2036203.22,1.0836,-22.6964
24.08,16.1,SM-07-B1,477905.7673,2036203.22,1.0836,-22.9964
24.41,31.3,SM-07-B1,477905.7673,2036203.22,1.0836,-23.3264
24.64,28.9,SM-07-B1,477905.7673,2036203.22,1.0836,-23.5564
24.86,23.9,SM-07-B1,477905.7673,2036203.22,1.0836,-23.7764
25.09,26.8,SM-07-B1,477905.7673,2036203.22,1.0836,-24.0064
25.31,24.2,SM-07-B1,477905.7673,2036203.22,1.0836,-24.2264
25.54,25.9,SM-07-B1,477905.7673,2036203.22,1.0836,-24.4564
25.76,18.5,SM-07-B1,477905.7673,2036203.22,1.0836,-24.6764
25.99,25,SM-07-B1,477905.7673,2036203.22,1.0836,-24.9064
26.18,23.5,SM-07-B1,477905.7673,2036203.22,1.0836,-25.0964
26.33,25.4,SM-07-B1,477905.7673,2036203.22,1.0836,-25.2464
26.48,24.7,SM-07-B1,477905.7673,2036203.22,1.0836,-25.3964
26.66,24,SM-07-B1,477905.7673,2036203.22,1.0836,-25.5764
26.89,26.1,SM-07-B1,477905.7673,2036203.22,1.0836,-25.8064
27.05,21.8,SM-07-B1,477905.7673,2036203.22,1.0836,-25.9664
27.14,22.4,SM-07-B1,477905.7673,2036203.22,1.0836,-26.0564
27.23,24.7,SM-07-B1,477905.7673,2036203.22,1.0836,-26.1464
27.32,46.7,SM-07-B1,477905.7673,2036203.22,1.0836,-26.2364
27.41,50.8,SM-07-B1,477905.7673,2036203.22,1.0836,-26.3264
27.56,61.1,SM-07-B1,477905.7673,2036203.22,1.0836,-26.4764
27.79,24.9,SM-07-B1,477905.7673,2036203.22,1.0836,-26.7064
28.13,26.8,SM-07-B1,477905.7673,2036203.22,1.0836,-27.0464
,117,SM-07-B1,477905.7673,2036203.22,1.0836,1.0836
0.23,31.5,SM-55-P2,479329.18,2037687.79,0.86,0.63
0.68,33.4,SM-55-P2,479329.18,2037687.79,0.86,0.18
1.13,33.9,SM-55-P2,479329.18,2037687.79,0.86,-0.27
1.58,27.4,SM-55-P2,479329.18,2037687.79,0.86,-0.72
2.03,25.8,SM-55-P2,479329.18,2037687.79,0.86,-1.17
2.33,19.5,SM-55-P2,479329.18,2037687.79,0.86,-1.47
