Sondeo,N,X,Y,Z
SM-53-P2,4,478414.1,2037512.4,-18.815
SM-14-P2,4,479685.63,2037378.89,-1.785
SM-14-P2,4,479685.63,2037378.89,-5.835
SM-14-P2,4,479685.63,2037378.89,-9.435
SM-14-P2,4,479685.63,2037378.89,-10.335
SM-14-P2,4,479685.63,2037378.89,-10.56
SM-14-P2,4,479685.63,2037378.89,-10.785
SM-14-P2,4,479685.63,2037378.89,-11.685
SM-14-P2,4,479685.63,2037378.89,-13.035
SM-14-P2,4,479685.63,2037378.89,-13.26
SM-14-P2,4,479685.63,2037378.89,-13.485
SM-14-P2,4,479685.63,2037378.89,-17.085
SM-14-P2,4,479685.63,2037378.89,-18.435
SM-70-P3,4,481498.09,2036695.19,-9.855
SM-47-P1,4,478006.01,2038293.04,12.955
SM-47-P1,4,478006.01,2038293.04,12.73
SM-47-P1,4,478006.01,2038293.04,12.505
SM-47-P1,4,478006.01,2038293.04,11.605
SM-47-P1,4,478006.01,2038293.04,10.705
SM-47-P1,4,478006.01,2038293.04,9.805
SM-47-P1,4,478006.01,2038293.04,-12.695
SM-47-P1,4,478006.01,2038293.04,-13.37
SM-07-B2,4,,,-0.225
SM-07-B2,4,,,-7.875
SM-07-B2,4,,,-13.275
SM-07-B2,4,,,-14.85
SM-01-B1,4,480286.37,2036030.34,0.645
SM-01-B1,4,480286.37,2036030.34,-2.505
SM-69-P2,4,478614.71,2036398.52,-0.865
SM-69-P2,4,478614.71,2036398.52,-1.99
SM-69-P2,4,478614.71,2036398.52,-4.24
SM-69-P2,4,478614.71,2036398.52,-4.915
SM-69-P2,4,478614.71,2036398.52,-5.14
SM-69-P2,4,478614.71,2036398.52,-5.365
SM-69-P2,4,478614.71,2036398.52,-10.765
SM-69-P2,4,478614.71,2036398.52,-12.115
SM-69-P2,4,478614.71,2036398.52,-13.915
SM-57-P1,4,477640.14,2037208.59,0.675
SM-57-P1,4,477640.14,2037208.59,-1.125
SM-74-P3,4,480593.73,2036997.8,0.715
SM-74-P3,4,480593.73,2036997.8,0.49
SM-74-P3,4,480593.73,2036997.8,0.265
SM-74-P3,4,480593.73,2036997.8,-3.11
SM-74-P3,4,480593.73,2036997.8,-3.56
SM-74-P3,4,480593.73,2036997.8,-4.235
SM-74-P3,4,480593.73,2036997.8,-4.46
SM-74-P3,4,480593.73,2036997.8,-4.685
SM-74-P3,4,480593.73,2036997.8,-6.485
SM-74-P3,4,480593.73,2036997.8,-13.235
SM-38-P2,4,479622.12,2036497.16,0.64
SM-38-P2,4,479622.12,2036497.16,-0.71
SM-38-P2,4,479622.12,2036497.16,-1.16
SM-38-P2,4,479622.12,2036497.16,-1.835
SM-38-P2,4,479622.12,2036497.16,-2.06
SM-38-P2,4,479622.12,2036497.16,-2.285
SM-38-P2,4,479622.12,2036497.16,-7.46
SM-63-P1,4,477393.97,2036611.25,-9.415
SM-63-P1,4,477393.97,2036611.25,-31.015
SM-63-P1,4,477393.97,2036611.25,-31.24
SM-63-P1,4,477393.97,2036611.25,-31.465
SM-75-P1,4,477626.74,2037421.93,-15.685
SM-09-B2,4,480263.7,2036758.9,0.145
SM-76-P3,4,481243.38,2036665.86,-34.465
SM-76-P3,4,481243.38,2036665.86,-36.715
SM-29-P2,4,479601.03,2037189.73,-13.305
SM-29-P2,4,479601.03,2037189.73,-13.53
SM-29-P2,4,479601.03,2037189.73,-13.755
SM-22-P2,4,478599.1,2037541.17,2.185
SM-22-P2,4,478599.1,2037541.17,0.385
SM-22-P2,4,478599.1,2037541.17,0.16
SM-22-P2,4,478599.1,2037541.17,-0.065
SM-22-P2,4,478599.1,2037541.17,-12.665
SM-15-P2,4,479132.63,2036864.69,-2.115
SM-15-P2,4,479132.63,2036864.69,-9.765
SM-15-P2,4,479132.63,2036864.69,-9.99
SM-15-P2,4,479132.63,2036864.69,-10.215
SM-15-P2,4,479132.63,2036864.69,-11.565
SM-34-P2,3.5,479861.49,2036907.43,-0.14
SM-11-B1,3.5,477167.57,2037681.46,-10.07
SM-11-B1,3.5,477167.57,2037681.46,-10.97
SM-11-B1,3.5,477167.57,2037681.46,-11.87
SM-32-P2,3.5,479000.45,2036846.64,-1.29
SM-32-P2,3.5,479000.45,2036846.64,-2.64
SM-68 P2,3.5,,,-12.6
SM-68 P2,3.5,,,-13.05
SM-39-P2,3.5,480204.54,2036551.45,-9.13
SM-06-B2,3.5,,,-0.9
SM-06-B2,3.5,,,-2.7
SM-06-B2,3.5,,,-12.15
SM-06-B2,3.5,,,-17.1
SM-54-P2,3.5,478894.52,2037846.9,-12.03
SM-05-B2,3.5,478555.9,2037889.6,-16.27
SM-04-B2,3.5,478139.21,2037614.8,-6.07
SM-04-B2,3.5,478139.21,2037614.8,-8.32
SM-04-B2,3.5,478139.21,2037614.8,-8.77
SM-50-P1,3.5,477300,2037635,-3.79
SM-50-P1,3.5,477300,2037635,-4.69
SM-27-P2,3.5,478831.45,2037198.64,-10.15
SM-23-P2,3.5,478975.93,2037540.89,2.13
SM-105-P2,3.5,,,-2.7
SM-105-P2,3.5,,,-4.05
SM-105-P2,3.5,,,-4.5
SM-49-P1,3.5,477572.34,2038055.4,1.42
SM-49-P1,3.5,477572.34,2038055.4,-21.98
SM-04-B1,3.5,479321.627,2036184.495,0.6755
SM-04-B1,3.5,479321.627,2036184.495,-0.2245
SM-04-B1,3.5,479321.627,2036184.495,-2.4745
SM-04-B1,3.5,479321.627,2036184.495,-9.6745
SM-04-B1,3.5,479321.627,2036184.495,-10.1245
SM-45-P1,3.5,477444.49,2038334.58,3.89
SM-17-P2,3.5,479997.31,2036524.08,-9.13
SM-08-B1 (2),3.5,,,-9.9
SM-08-B1 (2),3.5,,,-14.4
SM-08-B2,3.5,480108.48,2037238.9,-8.15
SM-60-P1,3.5,477583.84,2036816.3,-9.73
SM-60-P1,3.5,477583.84,2036816.3,-14.68
SM-60-P1,3.5,477583.84,2036816.3,-15.13
SM-18-P1,3.5,477502.42,2036933.38,-32.52
SM-18-P1,3.5,477502.42,2036933.38,-34.32
SM-18-P1,3.5,477502.42,2036933.38,3.03
SM-09-B1,50,477265.19,2036624.23,-23.065
SM-67-P1,3.5,477857.4,2036377.24,-28.07
SM-67-P1,3.5,477857.4,2036377.24,4.33
SM-62 P2,3.5,,,-15.3
SM-72-P2,3.5,479543.59,2036219.22,-11.41
SM-02-B1,3.5,479959.6533,2036162.012,-9.706
SM-02-B1,3.5,479959.6533,2036162.012,-13.756
SM-19-P1,3.5,477471.6,2036261.55,-8.07
SM-19-P1,3.5,477471.6,2036261.55,-8.52
SM-19-P1,3.5,477471.6,2036261.55,-9.87
SM-19-P1,3.5,477471.6,2036261.55,-10.77
SM-19-P1,3.5,477471.6,2036261.55,-12.12
SM-36-P2,3.5,478362.19,2036503.28,-8.83
SM-36-P2,3.5,478362.19,2036503.28,-9.28
SM-36-P2,3.5,478362.19,2036503.28,-10.18
SM-36-P2,3.5,478362.19,2036503.28,2.42
SM-55-P2,3.5,479329.18,2037687.79,-8.59
SM-55-P2,3.5,479329.18,2037687.79,-9.04
SM-13-P2,3.5,478456.28,2037422.21,-13.46
SM-25-P2,3.5,479793.28,2037531.65,-5.45
SM-06-B1,3.5,478330.36,2036080.3,-9.33
SM-52-P1,3.5,478098.81,2037573.26,-5.93
SM-10-B1,3.5,477226.3,2037121.54,2.8
SM-53-P2,3.5,478414.1,2037512.4,-1.04
SM-53-P2,3.5,478414.1,2037512.4,-19.04
SM-14-P2,3.5,479685.63,2037378.89,-9.21
SM-14-P2,3.5,479685.63,2037378.89,-9.66
SM-14-P2,3.5,479685.63,2037378.89,-10.11
SM-14-P2,3.5,479685.63,2037378.89,-11.01
SM-14-P2,3.5,479685.63,2037378.89,-11.46
SM-47-P1,3.5,478006.01,2038293.04,12.28
SM-47-P1,3.5,478006.01,2038293.04,11.83
SM-47-P1,3.5,478006.01,2038293.04,10.48
SM-47-P1,3.5,478006.01,2038293.04,10.03
SM-28 P2,3.5,,,-12.15
SM-28 P2,3.5,,,-14.85
SM-07-B2,3.5,,,-11.7
SM-69-P2,3.5,478614.71,2036398.52,0.26
SM-69-P2,3.5,478614.71,2036398.52,-6.04
SM-69-P2,3.5,478614.71,2036398.52,-8.74
SM-69-P2,3.5,478614.71,2036398.52,-11.44
SM-69-P2,3.5,478614.71,2036398.52,-13.69
SM-74-P3,3.5,480593.73,2036997.8,0.04
SM-63-P1,3.5,477393.97,2036611.25,-9.64
SM-63-P1,3.5,477393.97,2036611.25,-31.69
SM-75-P1,3.5,477626.74,2037421.93,-7.36
SM-75-P1,3.5,477626.74,2037421.93,-15.46
SM-75-P1,3.5,477626.74,2037421.93,1.64
SM-09-B2,3.5,480263.7,2036758.9,-0.98
SM-09-B2,3.5,480263.7,2036758.9,-10.88
SM-76-P3,3.5,481243.38,2036665.86,-11.74
SM-76-P3,3.5,481243.38,2036665.86,-12.19
SM-76-P3,3.5,481243.38,2036665.86,-36.49
SM-22-P2,3.5,478599.1,2037541.17,-12.44
SM-21-P3,3,481503.78,2037018.87,-12.585
SM-26-P2,3,478399.31,2037192.67,-9.465
SM-26-P2,3,478399.31,2037192.67,-13.515
SM-26-P2,3,478399.31,2037192.67,-13.74
SM-26-P2,3,478399.31,2037192.67,-13.965
SM-26-P2,3,478399.31,2037192.67,-16.665
SM-26-P2,3,478399.31,2037192.67,-16.89
SM-26-P2,3,478399.31,2037192.67,-17.115
SM-26-P2,3,478399.31,2037192.67,-19.14
SM-34-P2,3,479861.49,2036907.43,0.085
SM-34-P2,3,479861.49,2036907.43,-10.265
SM-03-B1,3,479599.92,2035977.75,-0.285
SM-03-B1,3,479599.92,2035977.75,-1.635
SM-03-B1,3,479599.92,2035977.75,-1.86
SM-03-B1,3,479599.92,2035977.75,-2.085
SM-03-B1,3,479599.92,2035977.75,-2.31
SM-03-B1,3,479599.92,2035977.75,-2.535
SM-11-B1,3,477167.57,2037681.46,-9.845
SM-11-B1,3,477167.57,2037681.46,-11.195
SM-11-B1,3,477167.57,2037681.46,-11.42
SM-11-B1,3,477167.57,2037681.46,-11.645
SM-11-B1,3,477167.57,2037681.46,-16.595
SM-41-P1,3,477763.79,2038599.78,-7.295
SM-41-P1,3,477763.79,2038599.78,-12.245
SM-32-P2,3,479000.45,2036846.64,-1.515
SM-32-P2,3,479000.45,2036846.64,-1.74
SM-32-P2,3,479000.45,2036846.64,-1.965
SM-32-P2,3,479000.45,2036846.64,-3.315
SM-32-P2,3,479000.45,2036846.64,-12.315
SM-32-P2,3,479000.45,2036846.64,-12.99
SM-65-P1,3,477374.93,2036265.02,-11.24
SM-48-P1,3,477235.12,2038040.99,-11.09
SM-48-P1,3,477235.12,2038040.99,-11.765
SM-30-P2,3,480015.16,2037202.47,-8.015
SM-30-P2,3,480015.16,2037202.47,-16.79
SM-73-P2,3,480177.03,2036206.51,-13.675
SM-73-P2,3,480177.03,2036206.51,-13.9
SM-73-P2,3,480177.03,2036206.51,-14.125
SM-68 P2,3,,,-11.7
SM-68 P2,3,,,-12.825
SM-68 P2,3,,,-13.5
SM-58-P1,3,478010.84,2037201.06,0.675
SM-58-P1,3,478010.84,2037201.06,-13.725
SM-39-P2,3,480204.54,2036551.45,-2.155
SM-39-P2,3,480204.54,2036551.45,-11.38
SM-06-B2,3,,,-0.675
SM-06-B2,3,,,-2.925
SM-06-B2,3,,,-9
SM-06-B2,3,,,-11.025
SM-06-B2,3,,,-11.925
SM-16-P2,3,478795.23,2036506.72,0.07
SM-16-P2,3,478795.23,2036506.72,-1.73
SM-16-P2,3,478795.23,2036506.72,-9.83
SM-16-P2,3,478795.23,2036506.72,-10.955
SM-54-P2,3,478894.52,2037846.9,-10.905
SM-54-P2,3,478894.52,2037846.9,-12.48
SM-54-P2,3,478894.52,2037846.9,-19.005
SM-33-P2,3,479399.9,2036846.79,-1.935
SM-33-P2,3,479399.9,2036846.79,-2.835
SM-33-P2,3,479399.9,2036846.79,-8.91
SM-33-P2,3,479399.9,2036846.79,-9.585
SM-05-B2,3,478555.9,2037889.6,-11.095
SM-05-B2,3,478555.9,2037889.6,-16.045
SM-24-P2,3,479387.3,2037585.89,-6.425
SM-04-B2,3,478139.21,2037614.8,-6.295
SM-04-B2,3,478139.21,2037614.8,-9.895
SM-50-P1,3,477300,2037635,-2.89
SM-50-P1,3,477300,2037635,-3.565
SM-50-P1,3,477300,2037635,-4.915
SM-50-P1,3,477300,2037635,-5.14
SM-50-P1,3,477300,2037635,-5.365
SM-50-P1,3,477300,2037635,-7.84
SM-50-P1,3,477300,2037635,-15.265
SM-50-P1,3,477300,2037635,-16.165
SM-31-P2,3,478600.11,2036846.19,-1.245
SM-31-P2,3,478600.11,2036846.19,-3.495
SM-31-P2,3,478600.11,2036846.19,-10.47
SM-31-P2,3,478600.11,2036846.19,-10.92
SM-27-P2,3,478831.45,2037198.64,-10.375
SM-27-P2,3,478831.45,2037198.64,-10.6
SM-27-P2,3,478831.45,2037198.64,-10.825
SM-27-P2,3,478831.45,2037198.64,-11.5
SM-59-P1,3,477834.91,2037045.31,-11.13
SM-23-P2,3,478975.93,2037540.89,-0.57
SM-23-P2,3,478975.93,2037540.89,-1.695
SM-23-P2,3,478975.93,2037540.89,-10.245
SM-105-P2,3,,,-2.925
SM-105-P2,3,,,-15.75
SM-49-P1,3,477572.34,2038055.4,2.095
SM-49-P1,3,477572.34,2038055.4,0.97
SM-04-B1,3,479321.627,2036184.495,0.9005
SM-04-B1,3,479321.627,2036184.495,-2.2495
SM-17-P2,3,479997.31,2036524.08,-8.455
SM-17-P2,3,479997.31,2036524.08,-9.805
SM-17-P2,3,479997.31,2036524.08,-30.055
SM-08-B1 (2),3,,,-1.125
SM-08-B1 (2),3,,,-2.025
SM-08-B1 (2),3,,,-2.925
SM-08-B1 (2),3,,,-9.225
SM-08-B1 (2),3,,,-14.175
SM-08-B2,3,480108.48,2037238.9,-0.275
SM-08-B2,3,480108.48,2037238.9,-12.425
SM-08-B2,3,480108.48,2037238.9,-13.55
SM-60-P1,3,477583.84,2036816.3,-13.33
SM-18-P1,3,477502.42,2036933.38,-11.595
SM-18-P1,3,477502.42,2036933.38,-32.295
SM-18-P1,3,477502.42,2036933.38,-34.095
SM-09-B1,50,477265.19,2036624.23,-23.29
SM-67-P1,3,477857.4,2036377.24,-14.345
SM-05-B1,9.5,478828.2306,2036140.498,-28.118
SM-05-B1,8,478828.2306,2036140.498,-28.343
SM-35 P2,3,,,-13.725
SM-35 P2,3,,,-24.975
SM-62 P2,3,,,-13.275
SM-62 P2,3,,,-14.175
SM-62 P2,3,,,-15.525
SM-62 P2,3,,,-16.425
SM-72-P2,3,479543.59,2036219.22,-11.635
SM-02-B1,3,479959.6533,2036162.012,-11.731
SM-02-B1,3,479959.6533,2036162.012,-14.881
SM-19-P1,3,477471.6,2036261.55,-14.37
SM-19-P1,3,477471.6,2036261.55,-36.645
SM-19-P1,3,477471.6,2036261.55,-50.595
SM-51-P1,3,477639.95,2037631.92,-4.125
SM-51-P1,3,477639.95,2037631.92,-13.575
SM-51-P1,3,477639.95,2037631.92,-17.85
SM-36-P2,3,478362.19,2036503.28,-8.605
SM-36-P2,3,478362.19,2036503.28,-9.505
SM-36-P2,3,478362.19,2036503.28,-9.73
SM-36-P2,3,478362.19,2036503.28,-9.955
SM-10-B2,3,480515.3,2036275.1,-0.005
SM-07-B1,3,477905.7673,2036203.22,-2.7414
SM-07-B1,3,477905.7673,2036203.22,-9.9414
SM-07-B1,3,477905.7673,2036203.22,-13.7664
SM-07-B1,3,477905.7673,2036203.22,-14.2164
SM-55-P2,3,479329.18,2037687.79,0.185
SM-55-P2,3,479329.18,2037687.79,-7.465
SM-55-P2,3,479329.18,2037687.79,-8.815
SM-13-P2,3,478456.28,2037422.21,-17.285
SM-25-P2,3,479793.28,2037531.65,-6.125
SM-25-P2,3,479793.28,2037531.65,-18.275
SM-06-B1,3,478330.36,2036080.3,0.12
SM-06-B1,3,478330.36,2036080.3,-0.555
SM-06-B1,3,478330.36,2036080.3,-10.23
SM-06-B1,3,478330.36,2036080.3,-11.355
SM-06-B1,3,478330.36,2036080.3,-12.03
SM-52-P1,3,478098.81,2037573.26,-5.705
SM-10-B1,3,477226.3,2037121.54,-13.85
SM-10-B1,3,477226.3,2037121.54,-14.3
SM-53-P2,3,478414.1,2037512.4,-1.265
SM-53-P2,3,478414.1,2037512.4,-2.615
SM-53-P2,3,478414.1,2037512.4,-14.99
SM-53-P2,3,478414.1,2037512.4,-16.565
SM-53-P2,3,478414.1,2037512.4,-17.465
SM-53-P2,3,478414.1,2037512.4,-18.14
SM-53-P2,3,478414.1,2037512.4,-19.265
SM-14-P2,3,479685.63,2037378.89,-6.06
SM-14-P2,3,479685.63,2037378.89,-6.735
SM-14-P2,3,479685.63,2037378.89,-6.96
SM-14-P2,3,479685.63,2037378.89,-7.185
SM-14-P2,3,479685.63,2037378.89,-7.41
SM-14-P2,3,479685.63,2037378.89,-7.635
SM-14-P2,3,479685.63,2037378.89,-8.985
SM-14-P2,3,479685.63,2037378.89,-9.885
SM-14-P2,3,479685.63,2037378.89,-11.235
SM-70-P3,3,481498.09,2036695.19,-10.08
SM-47-P1,3,478006.01,2038293.04,12.055
SM-47-P1,3,478006.01,2038293.04,11.38
SM-47-P1,3,478006.01,2038293.04,10.93
SM-47-P1,3,478006.01,2038293.04,10.255
SM-07-B2,3,,,-9.9
SM-20-P1,3,477576.5,2038152.22,3.51
SM-20-P1,3,477574.978,2038153.565,3.44
SM-69-P2,3,478614.71,2036398.52,-0.64
SM-69-P2,3,478614.71,2036398.52,-2.215
SM-69-P2,3,478614.71,2036398.52,-4.015
SM-69-P2,3,478614.71,2036398.52,-10.54
SM-69-P2,3,478614.71,2036398.52,-11.89
SM-69-P2,3,478614.71,2036398.52,-13.465
SM-69-P2,3,478614.71,2036398.52,-14.14
SM-57-P1,3,477640.14,2037208.59,2.7
SM-74-P3,3,480593.73,2036997.8,-0.185
SM-74-P3,3,480593.73,2036997.8,-1.985
SM-74-P3,3,480593.73,2036997.8,-3.335
SM-74-P3,3,480593.73,2036997.8,-7.16
SM-42-P1,3,477982.94,2038550.48,0.905
SM-42-P1,3,477982.94,2038550.48,0.68
SM-42-P1,3,477982.94,2038550.48,0.455
SM-38-P2,3,479622.12,2036497.16,-0.935
SM-38-P2,3,479622.12,2036497.16,-7.685
SM-38-P2,3,479622.12,2036497.16,-7.91
SM-38-P2,3,479622.12,2036497.16,-8.135
SM-38-P2,3,479622.12,2036497.16,-8.36
SM-38-P2,3,479622.12,2036497.16,-8.585
SM-63-P1,3,477393.97,2036611.25,-9.865
SM-63-P1,3,477393.97,2036611.25,-30.79
SM-63-P1,3,477393.97,2036611.25,-31.915
SM-63-P1,3,477393.97,2036611.25,-32.14
SM-63-P1,3,477393.97,2036611.25,-32.365
SM-75-P1,3,477626.74,2037421.93,-15.235
SM-09-B2,3,480263.7,2036758.9,-1.655
SM-09-B2,3,480263.7,2036758.9,-11.33
SM-76-P3,3,481243.38,2036665.86,-36.265
SM-76-P3,3,481243.38,2036665.86,-36.94
SM-22-P2,3,478599.1,2037541.17,-0.29
SM-22-P2,3,478599.1,2037541.17,-12.215
SM-22-P2,3,478599.1,2037541.17,-18.515
SM-22-P2,3,478599.1,2037541.17,2.41
SM-21-P3,2.5,481503.78,2037018.87,-12.36
SM-21-P3,2.5,481503.78,2037018.87,2.04
SM-26-P2,2.5,478399.31,2037192.67,-9.69
SM-34-P2,2.5,479861.49,2036907.43,-12.29
SM-12-B1,2.5,477096.67,2038479.67,3.63
SM-03-B1,2.5,479599.92,2035977.75,-0.06
SM-03-B1,2.5,479599.92,2035977.75,-0.51
SM-32-P2,2.5,479000.45,2036846.64,-3.09
SM-32-P2,2.5,479000.45,2036846.64,-12.09
SM-48-P1,2.5,477235.12,2038040.99,-11.54
SM-48-P1,2.5,477235.12,2038040.99,-11.99
SM-30-P2,2.5,480015.16,2037202.47,-7.79
SM-30-P2,2.5,480015.16,2037202.47,-8.24
SM-73-P2,2.5,480177.03,2036206.51,-9.4
SM-06-B2,2.5,,,-0.45
SM-33-P2,2.5,479399.9,2036846.79,-0.81
SM-33-P2,2.5,479399.9,2036846.79,-2.16
SM-33-P2,2.5,479399.9,2036846.79,-2.61
SM-33-P2,2.5,479399.9,2036846.79,-9.36
SM-61-P1,2.5,478033.23,2036869.83,-11.26
SM-61-P1,2.5,478033.23,2036869.83,-11.71
SM-61-P1,2.5,478033.23,2036869.83,-15.76
SM-61-P1,2.5,478033.23,2036869.83,-16.21
SM-05-B2,2.5,478555.9,2037889.6,-11.32
SM-04-B2,2.5,478139.21,2037614.8,-6.52
SM-04-B2,2.5,478139.21,2037614.8,-10.12
SM-50-P1,2.5,477300,2037635,-10.09
SM-27-P2,2.5,478831.45,2037198.64,-11.05
SM-23-P2,2.5,478975.93,2037540.89,-1.47
SM-105-P2,2.5,,,-12.15
SM-04-B1,2.5,479321.627,2036184.495,-3.3745
SM-17-P2,2.5,479997.31,2036524.08,-9.58
SM-08-B1 (2),2.5,,,-1.35
SM-08-B1 (2),2.5,,,-1.8
SM-08-B1 (2),2.5,,,-2.25
SM-08-B1 (2),2.5,,,-2.7
SM-08-B2,2.5,480108.48,2037238.9,-0.05
SM-18-P1,2.5,477502.42,2036933.38,-11.37
SM-18-P1,2.5,477502.42,2036933.38,-12.27
SM-18-P1,2.5,477502.42,2036933.38,-32.07
SM-18-P1,2.5,477502.42,2036933.38,-32.97
SM-18-P1,2.5,477502.42,2036933.38,-33.87
SM-67-P1,2.5,477857.4,2036377.24,-27.62
SM-05-B1,7.5,478828.2306,2036140.498,-28.568
SM-35 P2,2.5,,,-11.25
SM-35 P2,2.5,,,-11.7
SM-35 P2,2.5,,,0
SM-02-B1,2.5,479959.6533,2036162.012,-11.956
SM-19-P1,2.5,477471.6,2036261.55,-11.22
SM-19-P1,2.5,477471.6,2036261.55,-14.82
SM-51-P1,2.5,477639.95,2037631.92,-3.9
SM-51-P1,2.5,477639.95,2037631.92,-17.4
SM-07-B1,2.5,477905.7673,2036203.22,-10.1664
SM-55-P2,2.5,479329.18,2037687.79,0.41
SM-55-P2,2.5,479329.18,2037687.79,0.635
SM-25-P2,2.5,479793.28,2037531.65,-5.9
SM-06-B1,2.5,478330.36,2036080.3,-0.33
SM-06-B1,2.5,478330.36,2036080.3,-10.68
SM-06-B1,2.5,478330.36,2036080.3,-11.58
SM-53-P2,2.5,478414.1,2037512.4,-17.69
SM-14-P2,2.5,479685.63,2037378.89,-6.51
SM-14-P2,2.5,479685.63,2037378.89,-7.86
SM-14-P2,2.5,479685.63,2037378.89,-8.76
SM-28 P2,2.5,,,-15.3
SM-57-P1,2.5,477640.14,2037208.59,-0.45
SM-57-P1,2.5,477640.14,2037208.59,-10.35
SM-74-P3,2.5,480593.73,2036997.8,-1.76
SM-42-P1,2.5,477982.94,2038550.48,1.13
SM-42-P1,2.5,477982.94,2038550.48,1.58
SM-38-P2,2.5,479622.12,2036497.16,-8.81
SM-09-B2,2.5,480263.7,2036758.9,-1.43
SM-09-B2,2.5,480263.7,2036758.9,-1.88
SM-76-P3,2.5,481243.38,2036665.86,-10.39
SM-22-P2,2.5,478599.1,2037541.17,-11.99
SM-22-P2,2.5,478599.1,2037541.17,-18.29
SM-21-P3,2,481503.78,2037018.87,0.465
SM-21-P3,2,481503.78,2037018.87,-8.985
SM-21-P3,2,481503.78,2037018.87,-9.21
SM-21-P3,2,481503.78,2037018.87,-9.435
SM-21-P3,2,481503.78,2037018.87,-9.66
SM-21-P3,2,481503.78,2037018.87,-9.885
SM-21-P3,2,481503.78,2037018.87,-10.11
SM-21-P3,2,481503.78,2037018.87,-10.335
SM-21-P3,2,481503.78,2037018.87,-10.56
SM-21-P3,2,481503.78,2037018.87,-10.785
SM-21-P3,2,481503.78,2037018.87,-11.01
SM-21-P3,2,481503.78,2037018.87,-11.235
SM-21-P3,2,481503.78,2037018.87,-11.46
SM-21-P3,2,481503.78,2037018.87,-11.685
SM-21-P3,2,481503.78,2037018.87,-11.91
SM-21-P3,2,481503.78,2037018.87,-12.135
SM-26-P2,2,478399.31,2037192.67,-9.915
SM-26-P2,2,478399.31,2037192.67,-11.715
SM-26-P2,2,478399.31,2037192.67,-19.365
SM-34-P2,2,479861.49,2036907.43,-10.49
SM-03-B1,2,479599.92,2035977.75,0.615
SM-03-B1,2,479599.92,2035977.75,0.39
SM-03-B1,2,479599.92,2035977.75,0.165
SM-03-B1,2,479599.92,2035977.75,-0.735
SM-03-B1,2,479599.92,2035977.75,-1.41
SM-03-B1,2,479599.92,2035977.75,-12.885
SM-11-B1,2,477167.57,2037681.46,-7.595
SM-32-P2,2,479000.45,2036846.64,-2.865
SM-32-P2,2,479000.45,2036846.64,-9.165
SM-32-P2,2,479000.45,2036846.64,-9.39
SM-32-P2,2,479000.45,2036846.64,-9.615
SM-32-P2,2,479000.45,2036846.64,-9.84
SM-32-P2,2,479000.45,2036846.64,-10.065
SM-32-P2,2,479000.45,2036846.64,-11.415
SM-32-P2,2,479000.45,2036846.64,-11.64
SM-32-P2,2,479000.45,2036846.64,-11.865
SM-48-P1,2,477235.12,2038040.99,-11.315
SM-48-P1,2,477235.12,2038040.99,-12.215
SM-30-P2,2,480015.16,2037202.47,-6.665
SM-30-P2,2,480015.16,2037202.47,-7.565
SM-30-P2,2,480015.16,2037202.47,-8.465
SM-30-P2,2,480015.16,2037202.47,-8.69
SM-30-P2,2,480015.16,2037202.47,-8.915
SM-30-P2,2,480015.16,2037202.47,-9.815
SM-30-P2,2,480015.16,2037202.47,-10.04
SM-30-P2,2,480015.16,2037202.47,-10.265
SM-30-P2,2,480015.16,2037202.47,-10.49
SM-30-P2,2,480015.16,2037202.47,-10.715
SM-30-P2,2,480015.16,2037202.47,1.21
SM-68 P2,2,,,-12.15
SM-68 P2,2,,,-13.725
SM-68 P2,2,,,-14.85
SM-58-P1,2,478010.84,2037201.06,-12.375
SM-58-P1,2,478010.84,2037201.06,2.25
SM-06-B2,2,,,-0.225
SM-06-B2,2,,,-17.775
SM-16-P2,2,478795.23,2036506.72,-0.155
SM-16-P2,2,478795.23,2036506.72,-1.955
SM-16-P2,2,478795.23,2036506.72,-9.155
SM-16-P2,2,478795.23,2036506.72,-10.73
SM-54-P2,2,478894.52,2037846.9,-11.805
SM-33-P2,2,479399.9,2036846.79,1.215
SM-33-P2,2,479399.9,2036846.79,-2.385
SM-33-P2,2,479399.9,2036846.79,-9.135
SM-61-P1,2,478033.23,2036869.83,-13.285
SM-05-B2,2,478555.9,2037889.6,-10.195
SM-05-B2,2,478555.9,2037889.6,-11.545
SM-05-B2,2,478555.9,2037889.6,-12.67
SM-05-B2,2,478555.9,2037889.6,-13.12
SM-05-B2,2,478555.9,2037889.6,-13.795
SM-05-B2,2,478555.9,2037889.6,-14.02
SM-05-B2,2,478555.9,2037889.6,-14.245
SM-24-P2,2,479387.3,2037585.89,-10.475
SM-04-B2,2,478139.21,2037614.8,-4.945
SM-04-B2,2,478139.21,2037614.8,-5.62
SM-04-B2,2,478139.21,2037614.8,-6.745
SM-04-B2,2,478139.21,2037614.8,-6.97
SM-04-B2,2,478139.21,2037614.8,-7.195
SM-04-B2,2,478139.21,2037614.8,-7.42
SM-04-B2,2,478139.21,2037614.8,-7.645
SM-04-B2,2,478139.21,2037614.8,-7.87
SM-04-B2,2,478139.21,2037614.8,-8.095
SM-04-B2,2,478139.21,2037614.8,-8.995
SM-04-B2,2,478139.21,2037614.8,-10.345
SM-50-P1,2,477300,2037635,-8.065
SM-50-P1,2,477300,2037635,-10.54
SM-31-P2,2,478600.11,2036846.19,-10.695
SM-27-P2,2,478831.45,2037198.64,-11.275
SM-23-P2,2,478975.93,2037540.89,-0.795
