Sondeo,N,X,Y,Z
SM-75-P1,50,477626.74,2037421.93,-39.535
SM-75-P1,50,477626.74,2037421.93,-39.76
SM-75-P1,50,477626.74,2037421.93,-39.985
SM-75-P1,50,477626.74,2037421.93,-40.21
SM-75-P1,50,477626.74,2037421.93,-40.435
SM-75-P1,50,477626.74,2037421.93,-40.66
SM-75-P1,50,477626.74,2037421.93,-40.885
SM-75-P1,50,477626.74,2037421.93,-41.785
SM-75-P1,50,477626.74,2037421.93,-42.01
SM-75-P1,50,477626.74,2037421.93,-42.235
SM-75-P1,50,477626.74,2037421.93,-42.46
SM-75-P1,50,477626.74,2037421.93,-42.685
SM-75-P1,50,477626.74,2037421.93,-42.91
SM-75-P1,50,477626.74,2037421.93,-43.135
SM-75-P1,50,477626.74,2037421.93,-43.36
SM-75-P1,50,477626.74,2037421.93,-43.585
SM-75-P1,50,477626.74,2037421.93,-44.935
SM-75-P1,50,477626.74,2037421.93,-45.16
SM-75-P1,50,477626.74,2037421.93,-45.385
SM-75-P1,50,477626.74,2037421.93,-45.61
SM-75-P1,50,477626.74,2037421.93,-45.835
SM-75-P1,50,477626.74,2037421.93,-46.06
SM-75-P1,50,477626.74,2037421.93,-46.285
SM-75-P1,50,477626.74,2037421.93,-46.51
SM-75-P1,50,477626.74,2037421.93,-46.735
SM-75-P1,50,477626.74,2037421.93,-46.96
SM-75-P1,50,477626.74,2037421.93,-47.185
SM-75-P1,50,477626.74,2037421.93,-47.41
SM-75-P1,50,477626.74,2037421.93,-47.635
SM-75-P1,50,477626.74,2037421.93,-47.86
SM-75-P1,50,477626.74,2037421.93,-48.085
SM-75-P1,50,477626.74,2037421.93,-48.31
SM-75-P1,50,477626.74,2037421.93,-48.535
SM-75-P1,50,477626.74,2037421.93,-48.76
SM-75-P1,50,477626.74,2037421.93,-48.985
SM-09-B2,50,480263.7,2036758.9,-25.055
SM-09-B2,50,480263.7,2036758.9,-25.28
SM-09-B2,50,480263.7,2036758.9,-25.505
SM-09-B2,50,480263.7,2036758.9,-25.73
SM-09-B2,50,480263.7,2036758.9,-25.955
SM-09-B2,50,480263.7,2036758.9,-26.18
SM-09-B2,50,480263.7,2036758.9,-26.405
SM-09-B2,50,480263.7,2036758.9,-29.105
SM-09-B2,50,480263.7,2036758.9,-29.33
SM-09-B2,50,480263.7,2036758.9,-29.555
SM-09-B2,50,480263.7,2036758.9,-30.455
SM-09-B2,50,480263.7,2036758.9,-30.68
SM-09-B2,50,480263.7,2036758.9,-30.905
SM-09-B2,50,480263.7,2036758.9,-32.255
SM-09-B2,50,480263.7,2036758.9,-32.48
SM-09-B2,50,480263.7,2036758.9,-32.705
SM-09-B2,50,480263.7,2036758.9,-32.93
SM-09-B2,50,480263.7,2036758.9,-33.13
SM-09-B2,50,480263.7,2036758.9,-33.58
SM-76-P3,50,481243.38,2036665.86,-26.815
SM-76-P3,50,481243.38,2036665.86,-27.04
SM-76-P3,50,481243.38,2036665.86,-27.265
SM-76-P3,50,481243.38,2036665.86,-28.165
SM-76-P3,50,481243.38,2036665.86,-29.515
SM-76-P3,50,481243.38,2036665.86,-29.74
SM-76-P3,50,481243.38,2036665.86,-29.965
SM-76-P3,50,481243.38,2036665.86,-30.19
SM-76-P3,50,481243.38,2036665.86,-30.415
SM-76-P3,50,481243.38,2036665.86,-32.215
SM-76-P3,50,481243.38,2036665.86,-40.315
SM-29-P2,50,479601.03,2037189.73,-27.705
SM-29-P2,50,479601.03,2037189.73,-27.93
SM-29-P2,50,479601.03,2037189.73,-28.155
SM-29-P2,50,479601.03,2037189.73,-28.38
SM-29-P2,50,479601.03,2037189.73,-28.605
SM-29-P2,50,479601.03,2037189.73,-28.83
SM-29-P2,50,479601.03,2037189.73,-29.055
SM-29-P2,50,479601.03,2037189.73,-29.28
SM-29-P2,50,479601.03,2037189.73,-29.505
SM-29-P2,50,479601.03,2037189.73,-29.73
SM-29-P2,50,479601.03,2037189.73,-29.955
SM-29-P2,50,479601.03,2037189.73,-30.18
SM-29-P2,50,479601.03,2037189.73,-30.405
SM-29-P2,50,479601.03,2037189.73,-30.63
SM-29-P2,50,479601.03,2037189.73,-30.855
SM-29-P2,50,479601.03,2037189.73,-31.08
SM-29-P2,50,479601.03,2037189.73,-31.305
SM-29-P2,50,479601.03,2037189.73,-31.53
SM-29-P2,50,479601.03,2037189.73,-31.755
SM-29-P2,50,479601.03,2037189.73,-31.98
SM-29-P2,50,479601.03,2037189.73,-32.205
SM-29-P2,50,479601.03,2037189.73,-34.005
SM-29-P2,50,479601.03,2037189.73,-34.23
SM-29-P2,50,479601.03,2037189.73,-34.455
SM-29-P2,50,479601.03,2037189.73,-41.655
SM-29-P2,50,479601.03,2037189.73,-42.555
SM-29-P2,50,479601.03,2037189.73,-42.78
SM-29-P2,50,479601.03,2037189.73,-43.005
SM-29-P2,50,479601.03,2037189.73,-43.905
SM-29-P2,50,479601.03,2037189.73,-44.13
SM-29-P2,50,479601.03,2037189.73,-44.355
SM-29-P2,50,479601.03,2037189.73,-44.58
SM-29-P2,50,479601.03,2037189.73,-44.805
SM-29-P2,50,479601.03,2037189.73,-45.03
SM-29-P2,50,479601.03,2037189.73,-45.255
SM-29-P2,50,479601.03,2037189.73,-45.48
SM-29-P2,50,479601.03,2037189.73,-45.705
SM-29-P2,50,479601.03,2037189.73,-45.93
SM-29-P2,50,479601.03,2037189.73,-46.155
SM-29-P2,50,479601.03,2037189.73,-46.38
SM-29-P2,50,479601.03,2037189.73,-46.505
SM-29-P2,50,479601.03,2037189.73,-47.055
SM-29-P2,50,479601.03,2037189.73,-47.28
SM-29-P2,50,479601.03,2037189.73,-47.505
SM-29-P2,50,479601.03,2037189.73,-47.73
SM-29-P2,50,479601.03,2037189.73,-47.955
SM-29-P2,50,479601.03,2037189.73,-48.18
SM-29-P2,50,479601.03,2037189.73,-48.405
SM-22-P2,50,478599.1,2037541.17,-22.565
SM-22-P2,50,478599.1,2037541.17,-23.465
SM-22-P2,50,478599.1,2037541.17,-24.365
SM-22-P2,50,478599.1,2037541.17,-25.715
SM-22-P2,50,478599.1,2037541.17,-25.94
SM-22-P2,50,478599.1,2037541.17,-26.165
SM-22-P2,50,478599.1,2037541.17,-27.065
SM-22-P2,50,478599.1,2037541.17,-39.215
SM-22-P2,50,478599.1,2037541.17,-40.115
SM-22-P2,50,478599.1,2037541.17,-40.34
SM-22-P2,50,478599.1,2037541.17,-40.565
SM-22-P2,50,478599.1,2037541.17,-40.79
SM-22-P2,50,478599.1,2037541.17,-41.015
SM-22-P2,50,478599.1,2037541.17,-41.24
SM-22-P2,50,478599.1,2037541.17,-41.465
SM-22-P2,50,478599.1,2037541.17,-42.365
SM-22-P2,50,478599.1,2037541.17,-42.59
SM-22-P2,50,478599.1,2037541.17,-42.815
SM-22-P2,50,478599.1,2037541.17,-43.04
SM-22-P2,50,478599.1,2037541.17,-43.265
SM-22-P2,50,478599.1,2037541.17,-43.49
SM-22-P2,50,478599.1,2037541.17,-43.715
SM-22-P2,50,478599.1,2037541.17,-46.865
SM-22-P2,50,478599.1,2037541.17,-47.09
SM-22-P2,50,478599.1,2037541.17,-47.315
SM-22-P2,50,478599.1,2037541.17,-47.54
SM-22-P2,50,478599.1,2037541.17,-47.765
SM-15-P2,50,479132.63,2036864.69,-16.515
SM-15-P2,50,479132.63,2036864.69,-18.315
SM-15-P2,50,479132.63,2036864.69,-18.54
SM-15-P2,50,479132.63,2036864.69,-18.765
SM-15-P2,50,479132.63,2036864.69,-18.99
SM-15-P2,50,479132.63,2036864.69,-19.215
SM-15-P2,50,479132.63,2036864.69,-19.44
SM-15-P2,50,479132.63,2036864.69,-19.665
SM-15-P2,50,479132.63,2036864.69,-19.89
SM-15-P2,50,479132.63,2036864.69,-20.115
SM-15-P2,50,479132.63,2036864.69,-20.34
SM-15-P2,50,479132.63,2036864.69,-20.565
SM-15-P2,50,479132.63,2036864.69,-20.79
SM-15-P2,50,479132.63,2036864.69,-21.015
SM-15-P2,50,479132.63,2036864.69,-22.815
SM-15-P2,50,479132.63,2036864.69,-23.04
SM-15-P2,50,479132.63,2036864.69,-23.265
SM-15-P2,50,479132.63,2036864.69,-23.49
SM-15-P2,50,479132.63,2036864.69,-23.715
SM-15-P2,50,479132.63,2036864.69,-24.615
SM-12-B1,49.5,477096.67,2038479.67,-4.02
SM-12-B1,49.5,477096.67,2038479.67,-4.47
SM-43-P1,49.5,478112.67,2038510.48,-3.18
SM-43-P1,49.5,478109.666,2038510.974,-3.3
SM-40-P1,49.5,477608.176,2038623.913,-28.78
SM-40-P1,49.5,477608.176,2038623.913,-45.43
SM-73-P2,49.5,480177.03,2036206.51,-31
SM-73-P2,49.5,480177.03,2036206.51,-35.5
SM-68 P2,49.5,,,-35.55
SM-68 P2,49.5,,,-36
SM-58-P1,49.5,478010.84,2037201.06,-27
SM-58-P1,49.5,478010.84,2037201.06,-27.45
SM-16-P2,49.5,478795.23,2036506.72,-34.58
SM-54-P2,49.5,478894.52,2037846.9,-45.78
SM-54-P2,49.5,478894.52,2037846.9,-46.23
SM-61-P1,49.5,478033.23,2036869.83,-30.16
SM-61-P1,49.5,478033.23,2036869.83,-30.61
SM-61-P1,49.5,478033.23,2036869.83,-36.01
SM-24-P2,49.5,479387.3,2037585.89,-26
SM-27-P2,49.5,478831.45,2037198.64,-41.2
SM-27-P2,49.5,478831.45,2037198.64,-41.65
SM-59-P1,49.5,477834.91,2037045.31,-29.13
SM-23-P2,49.5,478975.93,2037540.89,-36.12
SM-105-P2,49.5,,,-51.3
SM-105-P2,49.5,,,-51.75
SM-105-P2,49.5,,,-100.8
SM-04-B1,49.5,479321.627,2036184.495,-21.3745
SM-17-P2,49.5,479997.31,2036524.08,-5.98
SM-17-P2,49.5,479997.31,2036524.08,-55.48
SM-17-P2,49.5,479997.31,2036524.08,-56.83
SM-09-B1,7,477265.19,2036624.23,-1.015
SM-09-B1,5.5,477265.19,2036624.23,-1.24
SM-35 P2,49.5,,,-39.15
SM-35 P2,49.5,,,-39.6
SM-35 P2,49.5,,,-40.5
SM-35 P2,49.5,,,-40.95
SM-35 P2,49.5,,,-48.15
SM-72-P2,49.5,479543.59,2036219.22,-27.61
SM-02-B1,49.5,479959.6533,2036162.012,-29.506
SM-02-B1,49.5,479959.6533,2036162.012,-32.206
SM-02-B1,49.5,479959.6533,2036162.012,-32.656
SM-19-P1,49.5,477471.6,2036261.55,-80.52
SM-36-P2,49.5,478362.19,2036503.28,-40.33
SM-36-P2,49.5,478362.19,2036503.28,-40.78
SM-10-B2,49.5,480515.3,2036275.1,-42.08
SM-25-P2,49.5,479793.28,2037531.65,-41.9
SM-25-P2,49.5,479793.28,2037531.65,-42.35
SM-10-B1,49.5,477226.3,2037121.54,-17.9
SM-53-P2,49.5,478414.1,2037512.4,-49.19
SM-53-P2,49.5,478414.1,2037512.4,-59.09
SM-44-P1,49.5,477193.08,2038327.98,-21.7
SM-44-P1,49.5,477189.844,2038327.449,-21.75
SM-44-P1,49.5,477193.08,2038327.98,-29.8
SM-44-P1,49.5,477189.844,2038327.449,-29.85
SM-44-P1,49.5,477193.08,2038327.98,-34.75
SM-44-P1,49.5,477189.844,2038327.449,-34.8
SM-44-P1,49.5,477193.08,2038327.98,-35.2
SM-44-P1,49.5,477189.844,2038327.449,-35.25
SM-47-P1,49.5,478006.01,2038293.04,-23.27
SM-47-P1,49.5,478006.01,2038293.04,-23.72
SM-47-P1,49.5,478006.01,2038293.04,-31.37
SM-47-P1,49.5,478006.01,2038293.04,-32.72
SM-47-P1,49.5,478006.01,2038293.04,-35.87
SM-01-B1,49.5,480286.37,2036030.34,-20.28
SM-01-B1,49.5,480286.37,2036030.34,-20.73
SM-38-P2,49.5,479622.12,2036497.16,-48.86
SM-22-P2,49.5,478599.1,2037541.17,-24.59
SM-22-P2,49.5,478599.1,2037541.17,-25.49
SM-21-P3,49,481503.78,2037018.87,-58.935
SM-21-P3,49,481503.78,2037018.87,-64.785
SM-21-P3,49,481503.78,2037018.87,-67.71
SM-21-P3,49,481503.78,2037018.87,-68.16
SM-26-P2,49,478399.31,2037192.67,-54.69
SM-12-B1,49,477096.67,2038479.67,-0.42
SM-12-B1,49,477096.67,2038479.67,-0.87
SM-12-B1,49,477096.67,2038479.67,-4.245
SM-12-B1,49,477096.67,2038479.67,-6.27
SM-12-B1,49,477096.67,2038479.67,-20.67
SM-43-P1,49,478112.67,2038510.48,-2.955
SM-43-P1,49,478109.666,2038510.974,-3.075
SM-43-P1,49,478112.67,2038510.48,-4.53
SM-43-P1,49,478109.666,2038510.974,-4.65
SM-40-P1,49,477608.176,2038623.913,-29.005
SM-40-P1,49,477608.176,2038623.913,-45.655
SM-11-B1,49,477167.57,2037681.46,-32.57
SM-41-P1,49,477763.79,2038599.78,-30.47
SM-41-P1,49,477763.79,2038599.78,-47.57
SM-41-P1,49,477763.79,2038599.78,-48.02
SM-41-P1,49,477763.79,2038599.78,-49.37
SM-32-P2,49,479000.45,2036846.64,-24.015
SM-32-P2,49,479000.45,2036846.64,-36.84
SM-32-P2,49,479000.45,2036846.64,-40.89
SM-32-P2,49,479000.45,2036846.64,-41.34
SM-65-P1,49,477374.93,2036265.02,-23.84
SM-48-P1,49,477235.12,2038040.99,-32.69
SM-48-P1,49,477235.12,2038040.99,-33.14
SM-48-P1,49,477235.12,2038040.99,-36.74
SM-30-P2,49,480015.16,2037202.47,-32.99
SM-30-P2,49,480015.16,2037202.47,-33.44
SM-68 P2,49,,,-33.525
SM-68 P2,49,,,-35.775
SM-58-P1,49,478010.84,2037201.06,-22.5
SM-58-P1,49,478010.84,2037201.06,-22.95
SM-58-P1,49,478010.84,2037201.06,-25.2
SM-58-P1,49,478010.84,2037201.06,-25.65
SM-58-P1,49,478010.84,2037201.06,-27.225
SM-58-P1,49,478010.84,2037201.06,-29.25
SM-58-P1,49,478010.84,2037201.06,-30.375
SM-58-P1,49,478010.84,2037201.06,-35.1
SM-39-P2,49,480204.54,2036551.45,-45.58
SM-06-B2,49,,,-24.525
SM-16-P2,49,478795.23,2036506.72,-22.88
SM-16-P2,49,478795.23,2036506.72,-24.68
SM-16-P2,49,478795.23,2036506.72,-34.355
SM-54-P2,49,478894.52,2037846.9,-28.905
SM-54-P2,49,478894.52,2037846.9,-46.005
SM-33-P2,49,479399.9,2036846.79,-40.41
SM-33-P2,49,479399.9,2036846.79,-40.86
SM-61-P1,49,478033.23,2036869.83,-30.385
SM-61-P1,49,478033.23,2036869.83,-36.235
SM-24-P2,49,479387.3,2037585.89,-25.325
SM-24-P2,49,479387.3,2037585.89,-25.55
SM-24-P2,49,479387.3,2037585.89,-25.775
SM-50-P1,49,477300,2037635,-1.99
SM-50-P1,49,477300,2037635,-26.29
SM-50-P1,49,477300,2037635,-26.74
SM-50-P1,49,477300,2037635,-29.89
SM-31-P2,49,478600.11,2036846.19,-27.12
SM-27-P2,49,478831.45,2037198.64,-25
SM-27-P2,49,478831.45,2037198.64,-31.3
SM-27-P2,49,478831.45,2037198.64,-41.425
SM-59-P1,49,477834.91,2037045.31,-21.705
SM-59-P1,49,477834.91,2037045.31,-23.28
SM-59-P1,49,477834.91,2037045.31,-29.355
SM-23-P2,49,478975.93,2037540.89,-36.345
SM-23-P2,49,478975.93,2037540.89,-37.245
SM-23-P2,49,478975.93,2037540.89,-38.145
SM-105-P2,49,,,-37.125
SM-105-P2,49,,,-51.525
SM-105-P2,49,,,-90.45
SM-105-P2,49,,,-92.7
SM-105-P2,49,,,-100.575
SM-105-P2,49,,,-117.45
SM-105-P2,49,,,-117.9
SM-49-P1,49,477572.34,2038055.4,-46.505
SM-17-P2,49,479997.31,2036524.08,-6.205
SM-17-P2,49,479997.31,2036524.08,-55.705
SM-17-P2,49,479997.31,2036524.08,-56.605
SM-17-P2,49,479997.31,2036524.08,-74.83
SM-18-P1,49,477502.42,2036933.38,-20.595
SM-18-P1,49,477502.42,2036933.38,-57.27
SM-09-B1,4,477265.19,2036624.23,-1.465
SM-09-B1,5.5,477265.19,2036624.23,-1.69
SM-05-B1,6,478828.2306,2036140.498,-1.343
SM-05-B1,5,478828.2306,2036140.498,-1.568
SM-35 P2,49,,,-39.375
SM-35 P2,49,,,-40.725
SM-35 P2,49,,,-43.2
SM-35 P2,49,,,-43.65
SM-35 P2,49,,,-47.025
SM-35 P2,49,,,-47.925
SM-35 P2,49,,,-55.8
SM-62 P2,49,,,-27.9
SM-72-P2,49,479543.59,2036219.22,-27.835
SM-02-B1,49,479959.6533,2036162.012,-29.281
SM-02-B1,49,479959.6533,2036162.012,-32.431
SM-19-P1,49,477471.6,2036261.55,-24.72
SM-19-P1,49,477471.6,2036261.55,-45.42
SM-19-P1,49,477471.6,2036261.55,-80.745
SM-51-P1,49,477639.95,2037631.92,-58.35
SM-36-P2,49,478362.19,2036503.28,-40.555
SM-10-B2,49,480515.3,2036275.1,-31.505
SM-10-B2,49,480515.3,2036275.1,-41.855
SM-25-P2,49,479793.28,2037531.65,-31.55
SM-25-P2,49,479793.28,2037531.65,-36.725
SM-25-P2,49,479793.28,2037531.65,-37.4
SM-25-P2,49,479793.28,2037531.65,-42.125
SM-66-P1,49,477629.99,2036277.02,-43.89
SM-52-P1,49,478098.81,2037573.26,-26.18
SM-10-B1,49,477226.3,2037121.54,-17.675
SM-53-P2,49,478414.1,2037512.4,-48.965
SM-53-P2,49,478414.1,2037512.4,-58.865
SM-14-P2,49,479685.63,2037378.89,-72.21
SM-14-P2,49,479685.63,2037378.89,-72.66
SM-37-P2,49,479213.08,2036499.92,-35.86
SM-37-P2,49,479213.08,2036499.92,-37.21
SM-37-P2,49,479213.08,2036499.92,-23.71
SM-44-P1,49,477193.08,2038327.98,-16.3
SM-44-P1,49,477189.844,2038327.449,-16.35
SM-44-P1,49,477193.08,2038327.98,-28.9
SM-44-P1,49,477189.844,2038327.449,-28.95
SM-44-P1,49,477193.08,2038327.98,-29.575
SM-44-P1,49,477189.844,2038327.449,-29.625
SM-44-P1,49,477193.08,2038327.98,-34.975
SM-44-P1,49,477189.844,2038327.449,-35.025
SM-44-P1,49,477193.08,2038327.98,-37.9
SM-44-P1,49,477189.844,2038327.449,-37.95
SM-44-P1,49,477193.08,2038327.98,-38.35
SM-44-P1,49,477189.844,2038327.449,-38.4
SM-47-P1,49,478006.01,2038293.04,-23.495
SM-47-P1,49,478006.01,2038293.04,-31.595
SM-47-P1,49,478006.01,2038293.04,-32.495
SM-47-P1,49,478006.01,2038293.04,-36.095
SM-28 P2,49,,,-27
SM-01-B1,49,480286.37,2036030.34,-16.23
SM-01-B1,49,480286.37,2036030.34,-19.38
SM-01-B1,49,480286.37,2036030.34,-19.83
SM-01-B1,49,480286.37,2036030.34,-20.505
SM-20-P1,49,477576.5,2038152.22,-19.89
SM-20-P1,49,477574.978,2038153.565,-19.96
SM-20-P1,49,477576.5,2038152.22,-20.34
SM-20-P1,49,477574.978,2038153.565,-20.41
SM-20-P1,49,477576.5,2038152.22,-32.04
SM-20-P1,49,477574.978,2038153.565,-32.11
SM-69-P2,49,478614.71,2036398.52,-40.915
SM-74-P3,49,480593.73,2036997.8,-48.11
SM-42-P1,49,477982.94,2038550.48,-9.895
SM-42-P1,49,477982.94,2038550.48,-15.745
SM-42-P1,49,477982.94,2038550.48,-33.295
SM-42-P1,49,477982.94,2038550.48,-37.12
SM-42-P1,49,477982.94,2038550.48,-41.395
SM-42-P1,49,477982.94,2038550.48,-45.445
SM-38-P2,49,479622.12,2036497.16,-49.085
SM-75-P1,49,477626.74,2037421.93,-30.535
SM-09-B2,49,480263.7,2036758.9,-23.255
SM-76-P3,49,481243.38,2036665.86,1.535
SM-76-P3,49,481243.38,2036665.86,-31.315
SM-22-P2,49,478599.1,2037541.17,-24.815
SM-22-P2,49,478599.1,2037541.17,-25.04
SM-22-P2,49,478599.1,2037541.17,-25.265
SM-22-P2,49,478599.1,2037541.17,-36.065
SM-22-P2,49,478599.1,2037541.17,-38.315
SM-15-P2,49,479132.63,2036864.69,-23.94
SM-15-P2,49,479132.63,2036864.69,-24.39
SM-15-P2,49,479132.63,2036864.69,-25.965
SM-26-P2,48.5,478399.31,2037192.67,-64.59
SM-34-P2,48.5,479861.49,2036907.43,-35.24
SM-12-B1,48.5,477096.67,2038479.67,-21.57
SM-40-P1,48.5,477608.176,2038623.913,-29.68
SM-11-B1,48.5,477167.57,2037681.46,-29.42
SM-41-P1,48.5,477763.79,2038599.78,-24.62
SM-41-P1,48.5,477763.79,2038599.78,-34.97
SM-68 P2,48.5,,,-45.9
SM-68 P2,48.5,,,-46.35
SM-16-P2,48.5,478795.23,2036506.72,-23.78
SM-16-P2,48.5,478795.23,2036506.72,-33.68
SM-54-P2,48.5,478894.52,2037846.9,-24.18
SM-33-P2,48.5,479399.9,2036846.79,-31.41
SM-33-P2,48.5,479399.9,2036846.79,-31.86
SM-33-P2,48.5,479399.9,2036846.79,-36.36
SM-33-P2,48.5,479399.9,2036846.79,-36.81
SM-24-P2,48.5,479387.3,2037585.89,-26.45
SM-24-P2,48.5,479387.3,2037585.89,-26.9
SM-27-P2,48.5,478831.45,2037198.64,-36.7
SM-27-P2,48.5,478831.45,2037198.64,-37.15
SM-59-P1,48.5,477834.91,2037045.31,-21.03
SM-23-P2,48.5,478975.93,2037540.89,-35.22
SM-23-P2,48.5,478975.93,2037540.89,-36.57
SM-23-P2,48.5,478975.93,2037540.89,-37.02
SM-23-P2,48.5,478975.93,2037540.89,-37.47
SM-23-P2,48.5,478975.93,2037540.89,-37.92
SM-105-P2,48.5,,,-37.35
SM-105-P2,48.5,,,-69.75
SM-105-P2,48.5,,,-97.65
SM-49-P1,48.5,477572.34,2038055.4,-44.48
SM-45-P1,48.5,477444.49,2038334.58,-22.21
SM-17-P2,48.5,479997.31,2036524.08,-37.03
SM-09-B1,7,477265.19,2036624.23,-1.915
SM-35 P2,48.5,,,-46.35
SM-62 P2,48.5,,,-49.05
SM-62 P2,48.5,,,-49.5
SM-72-P2,48.5,479543.59,2036219.22,-28.96
SM-19-P1,48.5,477471.6,2036261.55,-39.12
SM-19-P1,48.5,477471.6,2036261.55,-39.57
SM-19-P1,48.5,477471.6,2036261.55,-42.27
SM-19-P1,48.5,477471.6,2036261.55,-42.72
SM-19-P1,48.5,477471.6,2036261.55,-44.07
SM-19-P1,48.5,477471.6,2036261.55,-78.27
SM-51-P1,48.5,477639.95,2037631.92,-60.15
SM-51-P1,48.5,477639.95,2037631.92,-60.6
SM-36-P2,48.5,478362.19,2036503.28,-43.03
SM-36-P2,48.5,478362.19,2036503.28,-43.48
SM-55-P2,48.5,479329.18,2037687.79,-35.59
SM-25-P2,48.5,479793.28,2037531.65,-35.6
SM-25-P2,48.5,479793.28,2037531.65,-36.95
SM-52-P1,48.5,478098.81,2037573.26,-16.73
SM-53-P2,48.5,478414.1,2037512.4,-58.19
SM-14-P2,48.5,479685.63,2037378.89,-82.11
SM-14-P2,48.5,479685.63,2037378.89,-82.56
SM-37-P2,48.5,479213.08,2036499.92,-24.61
SM-44-P1,48.5,477193.08,2038327.98,-0.55
SM-44-P1,48.5,477189.844,2038327.449,-0.6
SM-44-P1,48.5,477193.08,2038327.98,-29.35
SM-44-P1,48.5,477189.844,2038327.449,-29.4
SM-47-P1,48.5,478006.01,2038293.04,-24.62
SM-47-P1,48.5,478006.01,2038293.04,-25.07
SM-28 P2,48.5,,,-34.65
SM-28 P2,48.5,,,-37.8
SM-28 P2,48.5,,,-44.55
SM-28 P2,48.5,,,-45
SM-57-P1,48.5,477640.14,2037208.59,-27
SM-57-P1,48.5,477640.14,2037208.59,-27.45
SM-42-P1,48.5,477982.94,2038550.48,-44.32
SM-15-P2,48.5,479132.63,2036864.69,-25.74
SM-21-P3,48,481503.78,2037018.87,-59.16
SM-21-P3,48,481503.78,2037018.87,-59.835
SM-21-P3,48,481503.78,2037018.87,-67.935
SM-21-P3,48,481503.78,2037018.87,-70.86
SM-21-P3,48,481503.78,2037018.87,-71.31
SM-26-P2,48,478399.31,2037192.67,-54.915
SM-26-P2,48,478399.31,2037192.67,-55.815
SM-34-P2,48,479861.49,2036907.43,-37.49
SM-34-P2,48,479861.49,2036907.43,-39.515
SM-12-B1,48,477096.67,2038479.67,-0.645
SM-12-B1,48,477096.67,2038479.67,-4.92
SM-12-B1,48,477096.67,2038479.67,-6.495
SM-12-B1,48,477096.67,2038479.67,-19.545
SM-43-P1,48,478112.67,2038510.48,1.095
SM-43-P1,48,478109.666,2038510.974,0.975
SM-43-P1,48,478112.67,2038510.48,-4.305
SM-43-P1,48,478109.666,2038510.974,-4.425
SM-43-P1,48,478112.67,2038510.48,-5.88
SM-43-P1,48,478109.666,2038510.974,-6
SM-43-P1,48,478112.67,2038510.48,-6.33
SM-43-P1,48,478109.666,2038510.974,-6.45
SM-40-P1,48,477608.176,2038623.913,-29.23
SM-40-P1,48,477608.176,2038623.913,-32.38
SM-40-P1,48,477608.176,2038623.913,-41.605
SM-40-P1,48,477608.176,2038623.913,-49.48
SM-40-P1,48,477608.176,2038623.913,-49.93
SM-03-B1,48,479599.92,2035977.75,-23.01
SM-11-B1,48,477167.57,2037681.46,-0.62
SM-11-B1,48,477167.57,2037681.46,-32.345
SM-41-P1,48,477763.79,2038599.78,-3.245
SM-41-P1,48,477763.79,2038599.78,-4.145
SM-41-P1,48,477763.79,2038599.78,-9.995
SM-41-P1,48,477763.79,2038599.78,-25.07
SM-41-P1,48,477763.79,2038599.78,-30.695
SM-41-P1,48,477763.79,2038599.78,-46.67
SM-41-P1,48,477763.79,2038599.78,-47.12
SM-41-P1,48,477763.79,2038599.78,-47.795
SM-41-P1,48,477763.79,2038599.78,-49.145
SM-32-P2,48,479000.45,2036846.64,-36.615
SM-32-P2,48,479000.45,2036846.64,-41.115
SM-32-P2,48,479000.45,2036846.64,-46.065
SM-65-P1,48,477374.93,2036265.02,-22.04
SM-65-P1,48,477374.93,2036265.02,-36.215
SM-48-P1,48,477235.12,2038040.99,-32.915
SM-48-P1,48,477235.12,2038040.99,-36.965
